ENSEMBL,drug_claim_name
ENSG00000137869,"#AMINOGLUTETHIMIDE#NSC-613604#ANTIINFLAMMATORY DRUGS#ANDROSTENEDIONE#QUERCETIN#ADENOVIRAL VECTOR#Enzyme inhibitors#hmg coa reductase inhibitors#capecitabine#TESTOLACTONE#FADROZOLE#Atamestane-plus- Toremifene#Testolactone#EXEMESTANE#TESTOSTERONE ENANTHATE#ASCORBIC ACID#TUMOR NECROSIS FACTOR#NONSTEROIDAL ANTI-INFLAMMATORY DRUGS#CAPTOPRIL#ANASTROZOLE#BIOFLAVONOID#GENISTEIN#LETROZOLE#fluorouracil#NARINGENIN#TESTOLACTONE#ISOPROPANOL#AMINOGLUTETHIMIDE#ATAMESTANE#AMINOGLUTETHIMIDE#Dextromethorphan+quinidine#COUMATE#FADROZOLE HYDROCHLORIDE#4-ANDROSTENE-3,17-DIONE-DELTA-4-DIONE#EXEMESTANE#Exemestane#PHYTOESTROGEN#TRIIODOTHYRONINE#Anastrozole#anastrozole#AZTREONAM#LETROZOLE#HYDROQUINONE#4-HYDROXYANDROSTENEDIONE#ALENDRONATE#ATROPINE#hdl cholesterol#triglycerides#MPI-676#TESTOLACTONE#EXEMESTANE#ANASTROZOLE#ANABOLIC-ANDROGENIC STEROIDS#ANASTROZOLE#LETROZOLE#ISOPROTERENOL#Letrozole#MPI-674#ENVIRONMENTAL ESTROGEN#GONADOTROPIN-RELEASING HORMONE ANALOG#AMINOGLUTETHIMIDE#BGS-649#Aminoglutethimide#ANASTROZOLE#PHENYTOIN#ANTIFUNGAL AGENT#ANASTROZOLE#LIAROZOLE#R 75251#IBUPROFEN#tamoxifen#OPIATE#letrozole#LETROZOLE"
ENSG00000137875,#OBATOCLAX MESYLATE
ENSG00000137936,#ANTIESTROGEN
ENSG00000137947,#VITAMIN D#PC4#STEROID HORMONE
ENSG00000137948,#PMID26924192-Compound-105#PELABRESIB#(+)-JQ1#ALPRAZOLAM#RO-6870810#MOLIBRESIB#TRIAZOLAM#MIDAZOLAM#PMID26924192-Compound-103#PMID26924192-Compound-104#APABETALONE#BIRABRESIB#PMID26924192-Compound-102#BMS-986158
ENSG00000138030,#fructose
ENSG00000138039,"#MENOTROPINS#NSC-95397#LUTROPIN ALFA#Lutropin alfa#CYCLOPENTYLCARBAMIC ACID BIPHENYL-3-YL ESTER#CHORIOGONADOTROPIN ALFA#CHORIOGONADOTROPIN ALFA#GOSERELIN#LH (MENOTROPINS)#GONADOTROPIN, CHORIONIC#LUTROPIN ALFA#Choriogonadotropin alfa#GTX-758#GONADOTROPIN#MENOTROPINS#ML-04#Org-43902#LUTROPIN ALFA#TAK-385#MENOTROPINS#NSC-228155#RECOMBINANT HUMAN CHORIONIC GONADOTROPIN#Gonadotropin, Chorionic#AVICINE#GOSERELIN#CHORIOGONADOTROPIN ALFA"
ENSG00000138061,"#amodiaquine#EXEMESTANE#ZYC300#fluorouracil#doxorubicin#CHRYSIN#SPIRONOLACTONE#NARINGENIN#2'H,4H-[2,6'-BICHROMEN]-4-ONE#AMINOGLUTETHIMIDE#ALPHA-NAPHTHOFLAVONE#ISOPROPANOL#FORMESTANE#FADROZOLE#LETROZOLE#PINOCEMBRIN#ACACETIN#2'H,4H-[2,5'-BICHROMEN]-4-ONE#2'H,4H-[2,8'-BICHROMEN]-4-ONE#ADJUVANT#TOREMIFENE#risperidone#cyclophosphamide#epirubicin#BETA-NAPHTHOFLAVONE#ANASTROZOLE#RIFAMPIN#MEDROXYPROGESTERONE"
ENSG00000138071,#ETOPOSIDE#MCP-1
ENSG00000138074,#Gabapentin enacarbil
ENSG00000138109,"#COUMARIN#PROPYLPYRAZOLETRIOL#LABETALOL#PSEUDOEPHEDRINE#AURINTRICARBOXYLIC ACID#GYKI-52466#DIPYRIDAMOLE#PF-03715455#LORATADINE#TICLOPIDINE#NIMESULIDE#GUAIFENESIN#MYRICETIN#GNF-PF-3582#SB-203580#MAPROTILINE#QUINOXALINE1#GENTAMICIN#TCMDC-124440#SELEGILINE#MECLIZINE#NAPROXEN#hmg coa reductase inhibitors#Selective serotonin reuptake inhibitors#acetaminophen#nevirapine#ALLOPURINOL#diclofenac#RESOKAEMPFEROL#ACETAMINOPHEN#avatrombopag#LAMOTRIGINE#(S)-NIMODIPINE#CLOZAPINE#MERCAPTOPURINE#N- (9-FLUORENYLMETHOXYCARBONYL)-L-LEUCINE#L-655240#PLICAMYCIN#CYTARABINE#NISOLDIPINE#GLABRANIN#DEXTROTHYROXINE#3-HYDROXYFLAVONOL#ARASERTACONAZOLE#CID 663143#ASPIRIN#TRIMETHOPRIM#SB-202190#SB-216763#CYC-116#GW7074#E324#glipizide#Sulfaphenazole#EMODIN#TORSEMIDE#NSC-95397#VANOXERINE#ASARININ#(-)-USNIC ACID#3,5-DINITROCATECHOL (OR-486)#DOCEBENONE#L-THREO-BENZYLOXY ASPARTATE#RANITIDINE#KETANSERIN#HYCANTHONE#GR-103545#BETA-LAPACHONE#THIOPERAMIDE#7,3'-DIHYDROXYFLAVONE#DAPSONE#METARAMINOL#FERROUS SULFATE#PYRAZINAMIDE#GNF-PF-4668#MESTRANOL#BAICALEIN#AM-281#ERYTHROMYCIN#ANTIPSYCHOTIC AGENT#lovastatin#erdafitinib#4-hydroxycyclophosphamide#CHLOROQUINE#FPL-64176#FLUNISOLIDE#3-AMINOBENZAMIDE#PD-404182#BENZBROMARONE#QUERCETIN#OLEOYL DOPAMINE#CEFOPERAZONE#CYCLOSPORINE#ZAFIRLUKAST#AZATHIOPRINE#IBUPROFEN#GW1929#PHENYLBUTAZONE#ETOPOSIDE#AG-34#MODAFINIL#SOTALOL#KAEMPFEROL#AMSACRINE#Celecoxib#Dronabinol#Siponimod#flurbiprofen#brivaracetam#NEOSTIGMINE BROMIDE#VALPROIC ACID#BRILLIANT GREEN OXALATE#(S)-ISRADIPINE#PIMARIC ACID#DANAZOL#TOLFENAMIC ACID#PROPYLTHIOURACIL#NSC-172033#MESO-HEXESTROL#DUP-697#A-315456#CAPSAZEPINE#DIPHENYLENEIODONIUM#SULPIRIDE#NICLOSAMIDE#Antiinflammatory agents, non-steroids#rosiglitazone#morphine#pioglitazone#zidovudine#CLEMASTINE#primidone#NATEGLINIDE#AZITHROMYCIN#BMS-182874#SB-222200#AM-404#NIACIN#CLARITHROMYCIN#GBR-12935#SPLITOMICIN#ZAPA#NIGULDIPINE#ICI-199,441#DACARBAZINE#TCMDC-124336#ETHINYL ESTRADIOL#ZILEUTON#KARANJIN#FELBAMATE#SJ000111093#PAPAVERINE#GW7647#DIGOXIN#lumiracoxib#doxepin#BUTORPHANOL#TARENFLURBIL#CARMUSTINE#Lesinurad#LINEZOLID#TROGLITAZONE#FLUTAMIDE#RS-100329#LOVASTATIN#NSC-28081#ENDO-ATROPINE#EMBELIN#MEPIVACAINE#CIPROFLOXACIN#(R)-PINOCEMBRIN#REMOXIPRIDE#ISONIAZID#COLCHICINE#PROPRANOLOL#5-NITRO-2-PHENYLPROPYLAMINOBENZOIC ACID [NPPB]#NSC-309895#L-733060#GNF-PF-1192#BERGAMOTTIN#NSC-209931#DOXORUBICIN#HOMATROPINE METHYLBROMIDE#L-732138#PHENOBARBITAL#PROCHLORPERAZINE#SPERMIDINE#FLUVOXAMINE#DILTIAZEM#CHLORPROPAMIDE#GNF-PF-3537#Flibanserin#desipramine#propofol#lornoxicam#tenoxicam#GLAFENINE#CHLORPROMAZINE#INDOMETHACIN MORPHOLINYLAMIDE#A-70108#TIRATRICOL#TROLEANDOMYCIN#MECLOFENAMATE SODIUM#PYRILAMINE#ETHACRYNIC ACID#RS-67506#SULINDAC#NONIVAMIDE#PIROXICAM#TELENZEPINE#3,4-DICHLOROISOCOUMARIN#NSC-45382#RS-16566#(S)-FELODIPINE#OFLOXACIN#HYDROXYZINE#IPRONIAZID#NSC-125034#MONTELUKAST#MIRTAZAPINE#NSC-117079#REL-CISAPRIDE#Flurbiprofen#WARFARIN#siponimod#benzbromarone#gabapentin#PYRROLIDINE DITHIOCARBAMATE#gefitinib#DYCLONINE#DNDI1417155#GLYBURIDE#2',4'-DIHYDROXY FLAVONE#NSC-83217#ZIDOVUDINE#DNDI1417719#ZUCAPSAICIN#METHOCARBAMOL#TETRACYCLINE#SULFASALAZINE#LIOTHYRONINE#NAPROXEN#AMITRIPTYLINE#BECLOMETHASONE#5-(4-PHENYLBUTOXY)PSORALEN#NSC-270156#DICLOFENAC SODIUM#OXOTREMORINE#MITOMYCIN#TCMDC-123869#LEUPROLIDE#CYCLOPHOSPHAMIDE#POMIFERIN#PHENYTOIN#CLONIDINE#DEXPROPRANOLOL#Phenytoin#7-hydroxy r-warfarin#nateglinide#TYRPHOSTIN AG 879#MENTHOFURAN#NSC-292213#MINOXIDIL#MECAMYLAMINE#RO-194603#LANSOPRAZOLE SULFIDE#aceclofenac#SB-204741#WAY-629#DANTROLENE#SB-203186#CLOTRIMAZOLE#BUDESONIDE#L-162313#1R,9S-HYDRASTINE#DIETHYLSTILBESTROL#3-METHOXYFLAVONOL#CP-55940#GW9662#L-165041#MK-212#(S)-AMPA#5,7,2'-TRIHYDROXYFLAVONE#PD-153035#DAIDZEIN#atorvastatin#trimipramine#DICUMAROL#BERGAPTEN#MICONAZOLE#NORDIHYDROGUAIARETIC ACID#CARBAMAZEPINE#SIMVASTATIN#GS-39783#FLOXURIDINE#IPRATROPIUM#NSC-348401#7,8,2'-TRIHYDROXYFLAVONE#ANIRACETAM#NIFEDIPINE#GABAZINE#7,8,3'-TRIHYDROXYFLAVONE#SB-224289#TCMDC-123951#CEFTRIAXONE#NU-1025#DIDANOSINE#ICILLIN#ESTRADIOL#DIHYDROCAPSAICIN#CARBIMAZOLE#DEXMEDETOMIDINE#NICORANDIL#TESMILIFENE#TAMOXIFEN#EBSELEN#AMPHOTERICIN B#dipyrone#flibanserin#DEXAMETHASONE#DISULFIRAM#NILUTAMIDE#AMOXICILLIN#SALAGEN#GW282974X#FENOFIBRATE#CI-966#CYPROTERONE#NSC-74429#TRIAMCINOLONE#TRETINOIN#PYRIDOSTIGMINE#ENOXOLONE#CLOPIDOGREL#GLYCINE#ETIDRONIC ACID#SB-228357#GR-127935#CHRYSENE-1,4-DIONE#HESPERETIN#ESCITALOPRAM#Warfarin#dronabinol#fosphenytoin#sorafenib#oxycodone#LINOPIRDINE#RO-410960#Piroxicam#NSC-21588#(S)-NITRENDIPINE#zafirlukast#TCMDC-124059#BUSULFAN#NSC-125296#FISETIN#PREDNISONE#GALANGIN#DICLOFENAC#PSORALEN#STAVUDINE#(R)-FELODIPINE#AZTREONAM#ALX-5407#PHLORETIN#ACECLOFENAC#OCTADEC-17-YNOIC ACID#NS-1619#TERAZOSIN#Avatrombopag#7-hydroxy s-warfarin#busulfan#nabumetone#hormonal contraceptives for systemic use#PROGESTERONE#cyclophosphamide#TYRPHOSTIN 23#NEVIRAPINE#ARCTIGENIN#QUINIDINE#GEMFIBROZIL#IMIPRAMINE#URAPIDIL#CP-339818#METHOTREXATE#SULFAPHENAZOLE#RAUWOLFIA SERPENTINA#DIPHENHYDRAMINE#FINASTERIDE#FENTICLOR#CAFFEINE#MORIN#3,6-DIMETHOXYFLAVONE#lesinurad#ETHAVERINE#AMIODARONE#Prasugrel#ZOXAZOLAMINE#NSC-133896#WIN-55212-2#BUTYLATED HYDROXYTOLUENE#(R)-FLECAINIDE#PD-123319#OMEPRAZOLE#2',3'-DIHYDROXYFLAVONE#SJ000281118#DNDI1417234#NSC-668394#RIFAMPICIN#TPCK#BW-373U86#AM-251#SILVER SULFADIAZINE#CLOBENPROPIT#VANIPREVIR#ALPROSTADIL#Erdafitinib#clomipramine#MAO inhibitors#rimegepant#INDOMETHACIN#4-CHLOROMERCURIBENZOIC ACID#INDINAVIR#PD-98059#MANGOSTIN#MRS-1220#MEFENAMIC ACID#SB-408124#SULFADOXINE#TYRPHOSTIN A9#NITROFURANTOIN#FLUCONAZOLE#METYROSINE#FAMPROFAZONE#SR-2640#RIMCAZOLE#METHYLDOPA#PURVALANOLA#RO-046790#(R)-NITRENDIPINE#CROMOLYN#NOSCAPINE#MIDODRINE#Meloxicam#bosentan#fentanyl#gliquidone#HYDRALAZINE#meloxicam#DOFETILIDE#CILOSTAZOL#MINOCYCLINE#6-CHLOROMELATONIN#LEUCINE#AMINOPURVALANOL#Ospemifene#KETOCONAZOLE#ospemifene"
ENSG00000138115,#hmg coa reductase inhibitors#tacrolimus#lovastatin#cerivastatin#diclofenac#fluorouracil#pamidronate#diclofenac acyl glucuronide#carbamazepine#cyclosporine#rosiglitazone#mycophenolate mofetil#pioglitazone#ibuprofen#sorafenib#mycophenolic acid#repaglinide#TRIMETHOPRIM#atorvastatin#fluvastatin#zoledronate#montelukast#Calcineurin inhibitors#epirubicin#pazopanib#gemcitabine#TCMDC-124059#RIFAMPIN#cyclophosphamide#simvastatin
ENSG00000138160,#LY-2523355#ISPINESIB#NSC-12352#NSC-123138#ARQ 621#LITRONESIB#FILANESIB#AZD-4877#Ispinesib#AZD4877#SB-743921#SB-743921#ARQ-621#ARRY-520#AZD-4877#ARRY-520#ARQ-621#ISPINESIB#S-TRITYL-L-CYSTEINE#ISPINESIB#ALN-VSP#DIMETHYLENASTRON#MK0731#4SC-205#4SC-205#LY2523355#MK-0731
ENSG00000138193,#hydrochlorothiazide
ENSG00000138207,"#ROSIGLITAZONE#US8586571, 12#US8586571, 36#US8853215, 3#US9434727, 153#US9434727, 63#US9434727, 40#US8586571, 6#A1-10436#A1-10438#FENRETINIDE#FENRETINIDE#US9434727, 93#US9434727, 120"
ENSG00000138326,#ATALUREN#ELX-02#DORLIMOMAB ARITOX#CYCLOHEXIMIDE#MT-3724
ENSG00000138356,#Isovanillin#azathioprine#febuxostat#allopurinol#Menadione
ENSG00000138363,#METHOTREXATE#FOLIC ACID#PEMETREXED
ENSG00000138376,#Fluzoparib#OLAPARIB#Cisplatin#APITOLISIB#Olaparib#Veliparib
ENSG00000138378,#DNA METHYLTRANSFERASE INHIBITOR#ustekinumab#INTERLEUKIN-12#IL-2#IL-12#LISOFYLLINE
ENSG00000138379,#DOMAGROZUMAB#TREVOGRUMAB#PF-03446879#AAV1-FS344#LANDOGROZUMAB#SB-431542#APITEGROMAB#RAMATERCEPT#STAMULUMAB
ENSG00000138395,#PHA-793887#AT-7519#RONICICLIB#AZD-5438
ENSG00000138398,#MELARSOPROL
ENSG00000138413,"#MOFEBUTAZONE#TOLONIUM CHLORIDE#TCMDC-124022#OLEOYL DOPAMINE#ISOCONAZOLE#PURPURIN#TCMDC-124176#GNF-PF-2243#HYCANTHONE#AZATHIOPRINE#2-METHOXY-1,4-NAPHTHOQUINONE#TCMDC-125606#CLOFOCTOL#DNDI1417995#CINOBUFOTALIN#SJ000120449#TENONITROZOLE#DNDI1318477#CID 663143#STROPHANTHIDIN#GNF-PF-806#NSC-636948#Ivosidenib#Metformin#Radiotherapy#BPTES#TETi76#Olutasidenib#IVOSIDENIB#PERUVOSIDE#GNF-PF-4325#GNF-PF-3201#IVOSIDENIB#GNF-PF-4364#SJ000114961#TCMDC-125544#TCMDC-123781#DIPHYLLIN#DNDI1416969#GNF-PF-1477#SJ000001516#GNF-PF-2260#ENCLOMIPHENE CITRATE#IODOQUINOL#TUBERCIDIN#CANDIDIN#CHLORPROMAZINE HYDROCHLORIDE#STREPTONIGRIN#FLUSPIRILENE#PYRITHIONE#ASTERRIC ACID#PREGNENOLONE SULFATE SODIUM#ANISOMYCIN#DEOXYVASICINONE#Crenolanib#FLUPHENAZINE HYDROCHLORIDE#DIGITOXIN#GNF-PF-1859#ESTRADIOL ACETATE#MERCAPTOPURINE#HELENALIN#DAUNORUBICIN HYDROCHLORIDE#GNF-PF-3403#MITOXANTRONE DIHYDROCHLORIDE#IMATINIB MESYLATE#ISOVELLERAL#NSC-98938#LYNGBYABELLIN A#TCMDC-124506#CID 887167#DNDI1416985#CYCLOVALONE#GNF-PF-1692#GUANIDINYL-NALTRINDOLE DI-TRIFLUOROACETATE#LASALOCID A SODIUM#DNDI1417346#MICONAZOLE NITRATE#2-PHENYLAMINO-[1,4]NAPHTHOQUINONE#TCMDC-125784#BEPRIDIL#SJ000044417#AG-881#Rucaparib#Vandetanib#Saracatinib#BAY1436032#DASATINIB#GNF-PF-3792#LEVOMEPROMAZINE MALEATE#SJ000200944#GNF-PF-5051#GNF-PF-2359#NORTRIPTYLINE HYDROCHLORIDE#Venetoclax#PD-173074#CLIOXANIDE#TCMDC-125488#NSC-402538#ALPHA,BETA-DEHYDROCURVULARIN#GNF-PF-1654#LESCOL#2,4-DIACETYL PHLOROGLUCINOL#SJ000024553#6-AMINONICOTINAMIDE#METHIXENE HYDROCHLORIDE#CUCURBITACIN B#MMV085203#DNDI1417413#DIHYDROSPINGOSINE#Venetoclax#Daunorubicin#CG-806#VENETOCLAX#CETUXIMAB#MUTANT IDH1 INHIBITOR DS-1001#LANATOSIDE C#SJ000112730#AZACITIDINE#THIOMERSAL#TCMDC-123808#NSC-69187#IDH305#TRIMEPRAZINE TARTRATE#BREFELDIN A#R(-)-PROPYLNORAPOMORPHINE HCL#THONZONIUM BROMIDE#PROTRIPTYLINE HYDROCHLORIDE#ACRIFLAVINE CHLORIDE#2-(STYRYL)-BENZIMIDAZOLE#LOVASTATIN#AMCINONIDE#CID 1245272#EPIRUBICIN HYDROCHLORIDE#5-FLUOROURIDINE#CALANOLIDE A#NICLOSAMIDE#QUINESTROL#ivosidenib#AG-221#AG-120#Berzosertib#Gemcitabine#GSK321#DOLASTATIN 12#OUABAIN#GNF-PF-3265#N6-2-PHENYLETHYLADENOSINE#GNF-PF-4012#Ivosidenib#DIGOXIN#PYRONIN Y#TCMDC-138263#TCMDC-125298#CHLORHEXIDINE#TCMDC-125620#GERONTOXANTHONE H#DNDI1417601#MEBEVERINE HYDROCHLORIDE#DNDI1417621#THIORIDAZINE HYDROCHLORIDE#SCOULERINE#CIS-(Z)-FLUPENTHIXOL DIHYDROCHLORIDE#TRIAMTERENE#SB-205384#DNDI1417099#GNF-PF-4029#CYCLOHEXIMIDE#Valproic acid#MEFLOQUINE HYDROCHLORIDE#FANCHININ#GNF-PF-1083#Bevacizumab#Dasatinib#PROROXAN HYDROCHLORIDE#CID 838877#SJ000072878#AMSACRINE HYDROCHLORIDE#MMV667491#RALOXIFENE HYDROCHLORIDE#NSC-339578#1,7-O-DIACETYLGEOPYXIN A#ETHACRYNIC ACID#AMPEROZIDE HYDROCHLORIDE#THIETHYLPERAZINE MALATE#CHLORPROMAZINE#SJ000154295#CEPHARANTHINE#TCMDC-125000#VINBLASTINE SULFATE#AMCINAFIDE#AGI-5198#BIX-01294#NSC-172614#GNF-PF-4864#MAPROTILINE HYDROCHLORIDE#TCMDC-123868#CAPSAZEPINE#THIOGUANINE#NEOCUPROINE#DIGITOXIGENIN#GNF-PF-4481#TEGASEROD MALEATE#MERCAPTOPURINE HYDRATE#PHENANTHROLINE#ALEXIDINE HYDROCHLORIDE#KAMEBANIN#METHIOTHEPIN MESYLATE#REV-5901#TCMDC-124557#A-443654#SAQUINAVIR#DNDI1417086#SANGUINARIUM CHLORIDE#PROCHLORPERAZINE#ENASIDENIB MESYLATE#Talazoparib#GNF-PF-1919#AZACITIDINE#Cytarabine#HALOFANTRINE HYDROCHLORIDE#METAPHIT METHANESULFONATE#BAS 01152706#AG-120#TCMDC-125310#SERTRALINE#EBSELEN#SERTRALINE HYDROCHLORIDE#SJ000044511#GR-127935#TCMDC-123579#PAROXETINE HYDROCHLORIDE#GNF-PF-2713#DNDI1417614#THIOGUANOSINE#IDH305#Ivosidenib#Nivolumab#Niraparib#IDH305#Temozolomide#OLAPARIB#BAY1895344#Pembrolizumab#FLOXURIDINE#DNDI1417400#TANNIC ACID#PERHEXILINE MALEATE#PIPLARTINE#ESTRADIOL VALERATE#TDR77135#CENTAUREIDIN#PARAROSANILINE#2-CHLOROADENOSINE#TRIFLUPROMAZINE HYDROCHLORIDE#TAMOXIFEN#PENTABROMOPHENOL#DOXORUBICIN HYDROCHLORIDE#TCMDC-137192#SIMVASTATIN#PROTOAPIGENONE#ANGUSTIBALIN#TCMDC-125810#DICHLOROPHEN#9-AMINOCAMPTOTHECIN#NIFUROXAZIDE#QUESTIOMYCIN B#SJ000067611#NSC-31884#GNF-PF-2272#TCMDC-125614#POMIFERIN#FENRETINIDE#Cisplatin#TCMDC-123869#FENBENDAZOLE#GNF-PF-3165#DNDI1416955#NSC-348401#GNF-PF-3906#BAY1436032#TCMDC-124685#PALMITOYL-DL-CARNITINE CHLORIDE#MEVASTATIN#TCMDC-123951#MICONAZOLE#GNF-PF-3876#GALANTAMINE HYDROBROMIDE#THIOTHIXENE#CALMIDAZOLIUM CHLORIDE#GNF-PF-3543#TDR77582#MOMETASONE FUROATE#GITOXIGENIN#AGI-5198#Dasatinib#DNDI1417719#TCMDC-125142#TCMDC-123730#LOPERAMIDE HYDROCHLORIDE#AURIN#COLCHICEINE#CALCIMYCIN#S-(+)-FLUOXETINE HCL#SJ000120081#SB-228357#1,7-O-DIACETYLMETHYLGEOPYXIN A#TCMDC-125567#TCMDC-123984#PROPACHLOR#GNF-PF-4300#KINETIN RIBOSIDE#GNF-PF-4057#GNF-PF-5151#CID 3237815#GNF-PF-2776#MICHLER'S KETONE#Trichostatin A#SJ000128325#1-O-ACETYLGEOPYXIN A#TCMDC-123851#CP-55940#Venetoclax#NANAOMYCIN#TCMDC-137788#OLUTASIDENIB#GNF-PF-4418#ISOLIQUIRITIGENIN#N-ACETYLCOLCHINOL#TRICLABENDAZOLE#9,10-PHENANTHRENEQUINONE#GNF-PF-2559#BI-87E7#APOMORPHINE HYDROCHLORIDE HEMIHYDRATE#NITROXOLINE#TCMDC-125653#GNF-PF-108#ACRIDIN-1-YLAMINE#GNF-PF-67#METHYLTHIONINIUM CHLORIDE#GNF-PF-3996#NSC-317605#SJ000082806#AZELASTINE HYDROCHLORIDE#Ceralasertib#Ivosidenib#Vorinostat#IDH1 R132H peptide vaccine#Durvalumab#BPTES#GNF-PF-3148#NSC-645827#TOPOTECAN HYDROCHLORIDE#THIOPROPERAZINE MESYLATE#SJ000119988#Olaparib#TCMDC-124518#L-741626#NSC-377852#NSC-228155#AFIMOXIFENE#DNDI1417607#TRIFLUOPERAZINE HYDROCHLORIDE#HEXACHLOROPHENE#TCMDC-124681#SJ000001592#DIGOXIGENIN#MMV665817#CICLOPIROX OLAMINE#TCMDC-124266#ASTEMIZOLE#Decitabine#Lomustine#WR-159412#NSC-724440#SJ000293754#DNDI1417697#DS-1001B#GNF-PF-2906#DNDI1417457#SALMETEROL XINAFOATE#TCMDC-125587#2,6-DIMETHOXYQUINONE#GNF-PF-78#1-BENZYLMALEIMIDE#GNF-PF-4467#ENNIATIN B#TCMDC-123748#GNF-PF-1702#CARBOQUONE#PIMOZIDE#MANGOSTIN#TCMDC-125140#IDARUBICIN HYDROCHLORIDE#MITONAFIDE#CEPHALOCHROMIN#NSC-145669#SPHAEROPSIDIN A#SYROSINGOPINE#DS-1001b#Veliparib#AG-881#TCMDC-124321#VORASIDENIB#TYRPHOSTIN A9#LY-367265#NSC-158389#CHALCONE#TCMDC-123920#METHOTREXATE#GITOXIN#ELLIPTECINE#FENTICLOR#CID 4970947#GNF-PF-2657#PYRIMETHAMINE#GNF-PF-3889#WIN-55212-2#TCMDC-124356#MMV396678#TCMDC-124064#PROPIONYLPROMAZINE HYDROCHLORIDE#DNDI1417434#MMV009085#GNF-PF-1644#4-CHLOROMERCURIBENZOIC ACID#DNDI1417181#GNF-PF-159#DNDI1417739#SJ000294102#GNF-PF-1339#GNF-PF-1947#TCMDC-125602#ANISOCOUMARIN H#BROXYQUINOLINE#venetoclax#Azacitidine#Pamiparib#LY3410738#BENZETHONIUM CHLORIDE#CETYLPYRIDINIUM BROMIDE#ZM-39923 HCL#SJ000113257"
ENSG00000138435,#hmg coa reductase inhibitors#DECAMETHONIUM BROMIDE#MIVACURIUM CHLORIDE#TUBOCURARINE CHLORIDE#eculizumab#PIPECURONIUM BROMIDE#ROCURONIUM BROMIDE#CISATRACURIUM BESYLATE#GALLAMINE TRIETHIODIDE#METOCURINE IODIDE#RAPACURONIUM BROMIDE#PANCURONIUM BROMIDE#VECURONIUM BROMIDE#DOXACURIUM CHLORIDE#ATRACURIUM BESYLATE#Decamethonium#SUCCINYLCHOLINE CHLORIDE
ENSG00000138448,#ABCIXIMAB#ATN-161#GLPG0187#ANTITHYMOCYTE GLOBULIN#CILENGITIDE#INTETUMUMAB#ARA-C#CNTO-95#VOLOCIXIMAB#STX-100#CILENGITIDE#IMGN-388#L-000845704#ETARACIZUMAB#CYPATE#ABITUZUMAB#CILENGITIDE#IMGN-388#CILENGITIDE#Abituzumab
ENSG00000138449,#LY2928057#Ferroportin mab
ENSG00000138468,"#CID 4101591#DNDI1417156#GNF-PF-5159#6,4'-DIHYDROXYFLAVONE#2-(4-NITROBENZYLSULFANYL)BENZOXAZOLE#GNF-PF-4068#DIHYDROXANTHOHUMOL#4-PHENYLAMINO-[1,2]NAPHTHOQUINONE#BAS-0338868#GNF-PF-5151#TCMDC-124307#GNF-PF-992#XANTHOANGELOL B#IPRIFLAVONE#TCMDC-125543#GNF-PF-1702"
ENSG00000138613,#MK0752#BMS-708163#GSI-136#MK-0752#RG-4733#IC261#BEGACESTAT#BMS-299897#UNII-DRL23N424R#AVAGACESTAT#LY-411575#TARENFLURBIL#SEMAGACESTAT#NIROGACESTAT#SEMAGACESTAT
ENSG00000138621,#docetaxel#trastuzumab#zoledronate#FEC100#gemcitabine
ENSG00000138622,#DRONEDARONE HYDROCHLORIDE#IVABRADINE HYDROCHLORIDE#IVABRADINE
ENSG00000138669,#PHA-767491#GSK-269962A
ENSG00000138684,#IL-21#NN-8828#NNC0114-0006
ENSG00000138685,"#BISPHOSPHONATES#DVC1-0101#REBAMIPIDE#UFT#PENTOSAN POLYSULFATE#LYMPHOKINES#ESTRADIOL DIPROPIONATE#fluvoxamine#THYROTROPIN#lenalidomide#QUIZARTINIB#PENTOSAN POLYSULFATE#Sucralfate#INDOMETHACIN#FAMOTIDINE#PYRAZOLE#ASPIRIN#ATORVASTATIN#LAK CELLS#FPA144#STI 571#ICI 182,780#MUPARFOSTAT#ABT-510#PHENYLEPHRINE#thalidomide#NEOVASTAT#ANTIANGIOGENIC#Bemarituzumab#NSAID#CORTICOSTEROIDS#Squalamine#PENTOSAN POLYSULFATE#TRIAMCINOLONE#CAFFEINE#PHOTOSENSITIZER#VINCRISTINE#SIROLIMUS#CALCIUM CHANNEL BLOCKER"
ENSG00000138735,#ENALAPRIL#SILDENAFIL#IBUDILAST#SILDENAFIL CITRATE#ICARIIN#EXISULIND#TADALAFIL#LORNEIC ACID A#DIPYRIDAMOLE#VARDENAFIL#TADALAFIL#UDENAFIL#Vardenafil#UDENAFIL#VARDENAFIL HYDROCHLORIDE#OSI-461#ROLIPRAM#PENTOXIFYLLINE#AVANAFIL#PENTOXIFYLLINE#Tadalafil#VARDENAFIL#SLX-2101#PF-00489791#Rhucin#GISADENAFIL#THEOPHYLLINE#AVANAFIL#UDENAFIL#TADALAFIL#PENTOXIFYLLINE#Papaverine#Udenafil#Avanafil#PF-03049423#SILDENAFIL#THEOPHYLLINE#UK-371800#PF-489791#DIPYRIDAMOLE#DIPYRIDAMOLE#Dipyridamole
ENSG00000138744,#CYCLOPENTYL PALMITATE
ENSG00000138756,#HESPERADIN
ENSG00000138777,#risperidone
ENSG00000138778,#GSK-923295
ENSG00000138792,#QGC-001#TOSEDOSTAT#FIRIBASTAT
